"BEACH, GINGER","WM2 11"
"FLORES, JAMIE","WM2 11"
"BALLANTINE, KAYLA","Q 3"
"EON","Q 3"
"ANGLER","Q 3"
"HUMAN TORCH/JOHNNY S","Q 3"
"QUASAR III/WENDELL V","Q 3"
"HAWK","Q 32"
"IRON MAN/TONY STARK ","Q 32"
"QUASAR III/WENDELL V","Q 32"
"MINERVA [KREE]","Q 32"
"CAPTAIN AMERICA","Q 32"
"KORATH THE PURSUER","Q 32"
"ATLAS","Q 32"
"BALLANTINE, KAYLA","Q 32"
"MANTA","Q 32"
"ANGLER","Q 32"
"JONES, RICHARD MILHO","Q 32"
"STARFOX/EROS","Q 32"
"EPOCH","Q 32"
"WONDER MAN/SIMON WIL","Q 32"
"IMPULSE","Q 32"
"TANAKA, KENJIRO","Q 32"
"CARTER, PEGGY","Q 32"
"KRUMA, TALIA","Q 32"
"MAGIC","Q 32"
"EPOCH","Q 33"
"SCARLET WITCH/WANDA ","Q 33"
"ANGLER","Q 33"
"KISMET/J'RIDIA STARD","Q 33"
"CAPTAIN MARVEL II/MO","Q 33"
"ARAKI II","Q 33"
"STARBOLT","Q 33"
"LIVING LIGHTNING/MIG","Q 33"
"QUASAR III/WENDELL V","Q 33"
"THUNDERSTRIKE/ERIC K","Q 33"
"LILANDRA NERAMANI [S","Q 33"
"SHATTERAX","Q 33"
"ATLAS","Q 33"
"ELECTRON","Q 33"
"WONDER MAN/SIMON WIL","Q 33"
"GLOM","Q 33"
"BALLANTINE, KAYLA","Q 33"
"WARSTAR","Q 33"
"NEUTRON","Q 33"
"ONSLAUGHT","Q 33"
"ORACLE/LADY SIBYL","Q 33"
"VOYAGER","Q 33"
"MOONDANCER","Q 33"
"TEMPEST/GRANNZ","Q 33"
"BINARY/CAROL DANVERS","Q 33"
"SOLAR WIND","Q 33"
"BALLANTINE, DEVON","Q 34"
"KINCAID, DR. KEITH","Q 34"
"KISMET/J'RIDIA STARD","Q 34"
"ANGLER","Q 34"
"JARVIS, EDWIN ","Q 34"
"EPOCH","Q 34"
"BALLANTINE, KAYLA","Q 34"
"BINARY/CAROL DANVERS","Q 34"
"QUASAR III/WENDELL V","Q 34"
"SUPER SKRULL/KL'RT","Q 34"
"BALLANTINE, MRS.","Q 35"
"BALLANTINE, KAYLA","Q 35"
"BALLANTINE, DEVON","Q 35"
"EPOCH","Q 35"
"ERISHKIGEL II/HOLLY ","Q 35"
"ANGLER","Q 35"
"WAYOPEX","Q 35"
"DEATHBIRD [SHI'AR]","Q 35"
"ULTIMUS","Q 35"
"KORATH THE PURSUER","Q 35"
"KISMET/J'RIDIA STARD","Q 35"
"CHIEF EXAMINER","Q 35"
"BALLANTINE, MR.","Q 35"
"MAKKARI/MIKE KHARY/I","Q 35"
"CAPTAIN AMERICA","Q 35"
"QUASAR III/WENDELL V","Q 35"
"SOUL-EATER","Q 35"
"SHATTERAX","Q 35"
"TANAKA, KENJIRO","Q 35"
"QUAGMIRE","Q 35"
"FATH","Q 35"
"COLLINS, TRACY","DLOK2 12"
"POWDERKEG/FRANK SKOR","DLOK2 12"
"FURY, COL. NICHOLAS ","DLOK2 12"
"ANGSTROM, EARL","DLOK2 12"
"BADALAMENTE, JESUS","DLOK2 12"
"COLLINS, NICK","DLOK2 12"
"DEATHLOK III/MICHAEL","DLOK2 12"
"BIOHAZARD","DLOK2 12"
"KELLY, KAREN","DLOK2 15"
"DEATHLOK III/MICHAEL","DLOK2 15"
"KELLY, SARA","DLOK2 15"
"ANGSTROM, EARL","DLOK2 15"
"BIOHAZARD","DLOK2 15"
"COLLINS, NICK","DLOK2 15"
"COLLINS, TRACY","DLOK2 15"
"STOKER, OLIVIER","GAM2 2"
"ANIELLE","GAM2 2"
"SYBIL","GAM2 2"
"SISTER KATRINA","GAM2 2"
"GAMBIT/REMY LEBEAU ","GAM2 2"
"BAPTISTE, TANTE MATT","GAM2 2"
"BIRDBRAIN","NM 59"
"CANNONBALL II/SAM GU","NM 59"
"BRIGHTWIND","NM 59"
"WARLOCK III","NM 59"
"WOLFSBANE/RAHNE SINC","NM 59"
"CYPHER/DOUG RAMSEY","NM 59"
"MAGIK/ILLYANA RASPUT","NM 59"
"MIRAGE II/DANIELLE M","NM 59"
"ANIMATOR/DR. FREDRIC","NM 59"
"MAGNETO/MAGNUS/ERIC ","NM 59"
"SUNSPOT/ROBERTO DACO","NM 59"
"MIRAGE II/DANIELLE M","NM 60"
"ANIMATOR/DR. FREDRIC","NM 60"
"MAGIK/ILLYANA RASPUT","NM 60"
"HODGE, CAMERON","NM 60"
"MAGNETO/MAGNUS/ERIC ","NM 60"
"WOLFSBANE/RAHNE SINC","NM 60"
"SUNSPOT/ROBERTO DACO","NM 60"
"BIRDBRAIN","NM 60"
"CANNONBALL II/SAM GU","NM 60"
"WARLOCK III","NM 60"
"CYPHER/DOUG RAMSEY","NM 60"
"SHADOWCAT/KATHERINE ","NM 65"
"WARLOCK III","NM 65"
"CRIMSON COMMANDO/FRA","NM 65"
"AVALANCHE/DOMINIC PE","NM 65"
"S'YM","NM 65"
"WOLFSBANE/RAHNE SINC","NM 65"
"MIRAGE II/DANIELLE M","NM 65"
"ANIMATOR/DR. FREDRIC","NM 65"
"MAGIK/ILLYANA RASPUT","NM 65"
"CANNONBALL II/SAM GU","NM 65"
"MYSTIQUE/RAVEN DARKH","NM 65"
"BLOB/FRED J. DUKES","NM 65"
"SUNSPOT/ROBERTO DACO","NM 65"
"FORGE","NM 65"
"SUPER SABRE/MARTIN F","NM 65"
"DESTINY II/IRENE ADL","NM 65"
"MAGNETO/MAGNUS/ERIC ","NM 65"
"PYRO/ALLERDYCE JOHNN","NM 65"
"STONEWALL/LOUIS HAMI","NM 65"
"LOCKHEED","NM 65"
"SPIRAL","NM 65"
"HULK/DR. ROBERT BRUC","H3 29"
"LIPSCOMB, DR. ANGELA","H3 29"
"DOC SAMSON/DR. LEONA","H3 29"
"ANIMUS","H3 29"
"APE/","PP 12"
"COUNTERWEIGHT/JACK P","PP 12"
"TARBABY","PP 12"
"LEECH","PP 12"
"SUNDER","PP 12"
"LOCKHEED","PP 12"
"GEE/ALEX POWER","PP 12"
"SHADOWCAT/KATHERINE ","PP 12"
"CALIBAN/","PP 12"
"PIPER","PP 12"
"NIGHTCRAWLER/KURT WA","PP 12"
"ERG","PP 12"
"BEAUTIFUL DREAMER","PP 12"
"ANNALEE","PP 12"
"CALLISTO","PP 12"
"LIGHTSPEED/JULIE POW","PP 12"
"MASQUE","PP 12"
"COUNTERWEIGHT II/KAT","PP 12"
"BEAUTIFUL DREAMER","UX 195"
"LEECH","UX 195"
"ERG","UX 195"
"MASQUE","UX 195"
"TARBABY","UX 195"
"WOLVERINE/LOGAN ","UX 195"
"POWER, DR. JIM","UX 195"
"PHOENIX III/RACHEL S","UX 195"
"ROGUE /","UX 195"
"ANNALEE","UX 195"
"LIGHTSPEED/JULIE POW","UX 195"
"COUNTERWEIGHT II/KAT","UX 195"
"POWER, MARGARET","UX 195"
"COUNTERWEIGHT/JACK P","UX 195"
"SUNDER","UX 195"
"CALLISTO","UX 195"
"GEE/ALEX POWER","UX 195"
"APE/","UX 195"
"CLOAK/TYRONE JOHNSON","PP 19"
"SHADOWCAT/KATHERINE ","PP 19"
"LEECH","PP 19"
"POWER, MARGARET","PP 19"
"COUNTERWEIGHT/JACK P","PP 19"
"POWER, DR. JIM","PP 19"
"BETA RAY BILL","PP 19"
"ERG","PP 19"
"GEE/ALEX POWER","PP 19"
"COUNTERWEIGHT II/KAT","PP 19"
"RICHARDS, FRANKLIN B","PP 19"
"APE/","PP 19"
"DAGGER/TANDY BOWEN","PP 19"
"WOLVERINE/LOGAN ","PP 19"
"ANNALEE","PP 19"
"KOFI [KYMELLIAN]","PP 19"
"LIGHTSPEED/JULIE POW","PP 19"
"NIGHTCRAWLER/KURT WA","UX 211"
"RIPTIDE","UX 211"
"MAGIK/ILLYANA RASPUT","UX 211"
"SCALPHUNTER","UX 211"
"PIPER","UX 211"
"STORM/ORORO MUNROE S","UX 211"
"MAGNETO/MAGNUS/ERIC ","UX 211"
"COLOSSUS II/PETER RA","UX 211"
"SHADOWCAT/KATHERINE ","UX 211"
"SCRAMBLER","UX 211"
"LOCKHEED","UX 211"
"CALLISTO","UX 211"
"MIRAGE II/DANIELLE M","UX 211"
"FRIEDLANDER, SHARON","UX 211"
"PSYLOCKE/ELISABETH B","UX 211"
"HARPOON","UX 211"
"WOLVERINE/LOGAN ","UX 211"
"SUNDER","UX 211"
"ANNALEE","UX 211"
"ROGUE /","UX 211"
"VERTIGO II","UX 211"
"ARCLIGHT/PHILLIPA SO","UX 211"
"BRIGHTWIND","UX 211"
"LEECH","PP 27"
"BEAST/HENRY &HANK& P","PP 27"
"ANNALEE","PP 27"
"POWER, DR. JIM","PP 27"
"GEE/ALEX POWER","PP 27"
"POWER, MARGARET","PP 27"
"SKIDS/SALLY BLEVINS","PP 27"
"BEAUTIFUL DREAMER","PP 27"
"CYCLOPS/SCOTT SUMMER","PP 27"
"RICHARDS, FRANKLIN B","PP 27"
"SCRAMBLER","PP 27"
"MADDICKS, ARTHUR ART","PP 27"
"COUNTERWEIGHT II/KAT","PP 27"
"SCALPHUNTER","PP 27"
"COUNTERWEIGHT/JACK P","PP 27"
"APE/","PP 27"
"HARPOON","PP 27"
"ARCLIGHT/PHILLIPA SO","PP 27"
"WOLVERINE/LOGAN ","PP 27"
"LIGHTSPEED/JULIE POW","PP 27"
"ICEMAN/ROBERT BOBBY ","PP 27"
"SABRETOOTH/VICTOR CR","PP 27"
"MARVEL GIRL/JEAN GRE","PP 27"
"CALIBAN/","PP 27"
"ERG","PP 27"
"TARBABY","PP 27"
"THING/BENJAMIN J. GR","FF 140"
"INVISIBLE WOMAN/SUE ","FF 140"
"MEDUSA/MEDUSALITH AM","FF 140"
"HUMAN TORCH/JOHNNY S","FF 140"
"EBONY","FF 140"
"MR. FANTASTIC/REED R","FF 140"
"WINGFOOT, WYATT","FF 140"
"HARKNESS, AGATHA","FF 140"
"RICHARDS, FRANKLIN B","FF 140"
"ANNIHILUS","FF 140"
"BRUTE/REED RICHARDS ","FF 183"
"HUMAN TORCH/JOHNNY S","FF 183"
"INVISIBLE WOMAN/SUE ","FF 183"
"ANNIHILUS","FF 183"
"THINKER","FF 183"
"THUNDRA","FF 183"
"THING/BENJAMIN J. GR","FF 183"
"MR. FANTASTIC/REED R","FF 183"
"TIGRA/GREER NELSON","FF 183"
"IMPOSSIBLE MAN","FF 183"
"THING/BENJAMIN J. GR","FF@ 6"
"CRYSTAL [INHUMAN]","FF@ 6"
"HUMAN TORCH/JOHNNY S","FF@ 6"
"INVISIBLE WOMAN/SUE ","FF@ 6"
"MR. FANTASTIC/REED R","FF@ 6"
"ANNIHILUS","FF@ 6"
"RICHARDS, FRANKLIN B","FF@ 6"
"THING/BENJAMIN J. GR","FF 108"
"JANUS","FF 108"
"INVISIBLE WOMAN/SUE ","FF 108"
"MR. FANTASTIC/REED R","FF 108"
"ANNIHILUS","FF 108"
"HUMAN TORCH/JOHNNY S","FF 108"
"HUMAN TORCH/JOHNNY S","FF 109"
"HARKNESS, AGATHA","FF 109"
"MR. FANTASTIC/REED R","FF 109"
"JANUS","FF 109"
"ANNIHILUS","FF 109"
"THING/BENJAMIN J. GR","FF 109"
"INVISIBLE WOMAN/SUE ","FF 109"
"JAMESON, J. JONAH","FF 110"
"RICHARDS, FRANKLIN B","FF 110"
"MR. FANTASTIC/REED R","FF 110"
"THING/BENJAMIN J. GR","FF 110"
"HUMAN TORCH/JOHNNY S","FF 110"
"ANNIHILUS","FF 110"
"HARKNESS, AGATHA","FF 110"
"MASTERS, ALICIA REIS","FF 110"
"ROBERTSON, JOE","FF 110"
"INVISIBLE WOMAN/SUE ","FF 110"
"SCARLET WITCH/WANDA ","A 89"
"SUPREME INTELLIGENCE","A 89"
"SENTRY 459","A 89"
"RONAN THE ACCUSER [K","A 89"
"JONES, RICHARD MILHO","A 89"
"ANNIHILUS","A 89"
"VISION ","A 89"
"QUICKSILVER/PIETRO M","A 89"
"BOGGS, MORDECAI P.","A 89"
"CAPTAIN MARVEL/CAPTA","A 89"
"SPIDER-MAN/PETER PAR","M/TU 2"
"TRAPSTER/PETER PETRU","M/TU 2"
"WIZARD/BENTLEY WITTM","M/TU 2"
"ANNIHILUS","M/TU 2"
"SANDMAN/WILLIAM BAKE","M/TU 2"
"HUMAN TORCH/JOHNNY S","M/TU 2"
"QUICKSILVER/PIETRO M","A 96"
"SUPREME INTELLIGENCE","A 96"
"RONAN THE ACCUSER [K","A 96"
"IRON MAN/TONY STARK ","A 96"
"ANNIHILUS","A 96"
"JONES, RICHARD MILHO","A 96"
"VISION ","A 96"
"CAPTAIN MARVEL/CAPTA","A 96"
"THOR/DR. DONALD BLAK","A 96"
"DORREK [SKRULL]","A 96"
"HAWK","A 96"
"CAPTAIN AMERICA","A 96"
"SCARLET WITCH/WANDA ","A 96"
"FURY, COL. NICHOLAS ","A 96"
"JONES, RICHARD MILHO","M/S&L /3"
"MIKHLO","M/S&L /3"
"IGOR","M/S&L /3"
"PEATOR","M/S&L /3"
"CAPTAIN MARVEL/CAPTA","M/S&L /3"
"RED GHOST/IVAN KRAGO","M/S&L /3"
"BLASTAAR","M/S&L /3"
"ANNIHILUS","M/S&L /3"
"WINGFOOT, WYATT","FF 141"
"THING/BENJAMIN J. GR","FF 141"
"HARKNESS, AGATHA","FF 141"
"MEDUSA/MEDUSALITH AM","FF 141"
"ANNIHILUS","FF 141"
"MASTERS, ALICIA REIS","FF 141"
"RICHARDS, FRANKLIN B","FF 141"
"MR. FANTASTIC/REED R","FF 141"
"HUMAN TORCH/JOHNNY S","FF 141"
"INVISIBLE WOMAN/SUE ","FF 141"
"EBONY","FF 141"
"ANT-MAN/DR. HENRY J.","CM 35"
"WASP/JANET VAN DYNE ","CM 35"
"ANNIHILUS","CM 35"
"CAPTAIN MARVEL/CAPTA","CM 35"
"JONES, RICHARD MILHO","CM 35"
"BINARY/CAROL DANVERS","CM 35"
"UATU","CM 37"
"ANNIHILUS","CM 37"
"WASP/JANET VAN DYNE ","CM 37"
"ANT-MAN/DR. HENRY J.","CM 37"
"BOGGS, MORDECAI P.","CM 37"
"JONES, RICHARD MILHO","CM 37"
"CAPTAIN MARVEL/CAPTA","CM 37"
"JARVIS, EDWIN ","CM 37"
"THUNDRA","FF 179"
"BRUTE/REED RICHARDS ","FF 179"
"ANNIHILUS","FF 179"
"IMPOSSIBLE MAN","FF 179"
"HUMAN TORCH/JOHNNY S","FF 179"
"MR. FANTASTIC/REED R","FF 179"
"TIGRA/GREER NELSON","FF 179"
"THING/BENJAMIN J. GR","FF 179"
"INVISIBLE WOMAN/SUE ","FF 179"
"MASTERS, ALICIA REIS","FF 181"
"ANNIHILUS","FF 181"
"HARKNESS, AGATHA","FF 181"
"MR. FANTASTIC/REED R","FF 181"
"THING/BENJAMIN J. GR","FF 181"
"THINKER","FF 181"
"NOVA II/FRANKIE RAYE","FF 181"
"RICHARDS, FRANKLIN B","FF 181"
"THUNDRA","FF 181"
"INVISIBLE WOMAN/SUE ","FF 181"
"BRUTE/REED RICHARDS ","FF 181"
"IMPOSSIBLE MAN","FF 181"
"HUMAN TORCH/JOHNNY S","FF 181"
"TIGRA/GREER NELSON","FF 181"
"IMPOSSIBLE MAN","FF 182"
"MASTERS, ALICIA REIS","FF 182"
"HUMAN TORCH/JOHNNY S","FF 182"
"ANNIHILUS","FF 182"
"TIGRA/GREER NELSON","FF 182"
"THUNDRA","FF 182"
"BRUTE/REED RICHARDS ","FF 182"
"THING/BENJAMIN J. GR","FF 182"
"RICHARDS, FRANKLIN B","FF 182"
"HARKNESS, AGATHA","FF 182"
"THINKER","FF 182"
"INVISIBLE WOMAN/SUE ","FF 182"
"MR. FANTASTIC/REED R","FF 182"
"THING/BENJAMIN J. GR","M/TIO 75"
"JARVIS, EDWIN ","M/TIO 75"
"CAPTAIN AMERICA","M/TIO 75"
"IRON MAN/TONY STARK ","M/TIO 75"
"HAWK","M/TIO 75"
"BLASTAAR","M/TIO 75"
"SUPER-ADAPTOID/ALESS","M/TIO 75"
"RICHARDS, FRANKLIN B","M/TIO 75"
"INVISIBLE WOMAN/SUE ","M/TIO 75"
"WASP/JANET VAN DYNE ","M/TIO 75"
"ANNIHILUS","M/TIO 75"
"BEAST/HENRY &HANK& P","M/TIO 75"
"HUMAN TORCH/JOHNNY S","M/TIO 75"
"MR. FANTASTIC/REED R","M/TIO 75"
"THING/BENJAMIN J. GR","M/FAN 2/2"
"MR. FANTASTIC/REED R","M/FAN 2/2"
"INVISIBLE WOMAN/SUE ","M/FAN 2/2"
"HUMAN TORCH/JOHNNY S","M/FAN 2/2"
"ANNIHILUS","M/FAN 2/2"
"ANNIHILUS","FF 251"
"INVISIBLE WOMAN/SUE ","FF 251"
"MR. FANTASTIC/REED R","FF 251"
"HUMAN TORCH/JOHNNY S","FF 251"
"THING/BENJAMIN J. GR","FF 251"
"RICHARDS, FRANKLIN B","FF 251"
"MASTERS, ALICIA REIS","FF 251"
"ANNIHILUS","FF 252"
"INVISIBLE WOMAN/SUE ","FF 252"
"THING/BENJAMIN J. GR","FF 252"
"RICHARDS, FRANKLIN B","FF 252"
"MASTERS, ALICIA REIS","FF 252"
"HUMAN TORCH/JOHNNY S","FF 252"
"MR. FANTASTIC/REED R","FF 252"
"RICHARDS, FRANKLIN B","FF 253"
"MR. FANTASTIC/REED R","FF 253"
"INVISIBLE WOMAN/SUE ","FF 253"
"THING/BENJAMIN J. GR","FF 253"
"ANNIHILUS","FF 253"
"HUMAN TORCH/JOHNNY S","FF 253"
"MR. FANTASTIC/REED R","FF 254"
"THING/BENJAMIN J. GR","FF 254"
"SHE-HULK/JENNIFER WA","FF 254"
"INVISIBLE WOMAN/SUE ","FF 254"
"WASP/JANET VAN DYNE ","FF 254"
"HUMAN TORCH/JOHNNY S","FF 254"
"ANNIHILUS","FF 254"
"INVISIBLE WOMAN/SUE ","FF 255"
"MASTERS, ALICIA REIS","FF 255"
"MR. FANTASTIC/REED R","FF 255"
"RICHARDS, FRANKLIN B","FF 255"
"HUMAN TORCH/JOHNNY S","FF 255"
"DAREDEVIL/MATT MURDO","FF 255"
"THING/BENJAMIN J. GR","FF 255"
"ANNIHILUS","FF 255"
"MR. FANTASTIC/REED R","A 233"
"WASP/JANET VAN DYNE ","A 233"
"ANNIHILUS","A 233"
"MASTERS, ALICIA REIS","A 233"
"THOR/DR. DONALD BLAK","A 233"
"ROSENTHAL, BERNIE","A 233"
"LATHAM, JORGE","A 233"
"CAPTAIN MARVEL II/MO","A 233"
"HAWK","A 233"
"VISION ","A 233"
"SCARLET WITCH/WANDA ","A 233"
"CAPTAIN AMERICA","A 233"
"HUMAN TORCH/JOHNNY S","A 233"
"INVISIBLE WOMAN/SUE ","A 233"
"SHE-HULK/JENNIFER WA","A 233"
"RICHARDS, FRANKLIN B","A 233"
"STARFOX/EROS","A 233"
"CAPTAIN MARVEL II/MO","FF 256"
"THOR/DR. DONALD BLAK","FF 256"
"SHE-HULK/JENNIFER WA","FF 256"
"SCARLET WITCH/WANDA ","FF 256"
"INVISIBLE WOMAN/SUE ","FF 256"
"HUMAN TORCH/JOHNNY S","FF 256"
"STARFOX/EROS","FF 256"
"NOVA II/FRANKIE RAYE","FF 256"
"CAPTAIN AMERICA","FF 256"
"WASP/JANET VAN DYNE ","FF 256"
"ANNIHILUS","FF 256"
"GALACTUS/GALAN","FF 256"
"MR. FANTASTIC/REED R","FF 256"
"RICHARDS, FRANKLIN B","FF 256"
"VISION ","FF 256"
"MASTERS, ALICIA REIS","FF 256"
"THING/BENJAMIN J. GR","FF 256"
"SHE-HULK/JENNIFER WA","FF 290"
"ANNIHILUS","FF 290"
"INVISIBLE WOMAN/SUE ","FF 290"
"BLASTAAR","FF 290"
"HUMAN TORCH/JOHNNY S","FF 290"
"FURY, COL. NICHOLAS ","FF 290"
"MR. FANTASTIC/REED R","FF 290"
"MR. FANTASTIC/REED R","FF 289"
"ANNIHILUS","FF 289"
"SCOURGE","FF 289"
"SHE-HULK/JENNIFER WA","FF 289"
"INVISIBLE WOMAN/SUE ","FF 289"
"FURY, COL. NICHOLAS ","FF 289"
"BASILISK/BASIL ELKS","FF 289"
"BLASTAAR","FF 289"
"HUMAN TORCH/JOHNNY S","FF 289"
"ODIN [ASGARDIAN]","T 404"
"ANNIHILUS","T 404"
"SAPRISTI, JERRY","T 404"
"BALDER [ASGARDIAN]","T 404"
"THOR/DR. DONALD BLAK","T 404"
"FANDRAL [ASGARDIAN]","T 404"
"HOGUN [ASGARDIAN]","T 404"
"VIZIER","T 404"
"VOLSTAGG","T 404"
"BALDER [ASGARDIAN]","T 405"
"SIF","T 405"
"MASTERSON, KEVIN","T 405"
"ODIN [ASGARDIAN]","T 405"
"THOR/DR. DONALD BLAK","T 405"
"AUSTIN, SUSAN","T 405"
"INVISIBLE WOMAN/SUE ","T 405"
"THUNDERSTRIKE/ERIC K","T 405"
"MS. MARVEL II/SHARON","T 405"
"MR. FANTASTIC/REED R","T 405"
"STEELE, MARCY MASTER","T 405"
"THING/BENJAMIN J. GR","T 405"
"MONGOOSE","T 405"
"HUMAN TORCH/JOHNNY S","T 405"
"VIZIER","T 405"
"ANNIHILUS","T 405"
"MASTER ORDER","IG 5"
"UATU","IG 5"
"DR. STRANGE/STEPHEN ","IG 5"
"FIRELORD/PYREUS KRIL","IG 5"
"HULK/DR. ROBERT BRUC","IG 5"
"EPOCH","IG 5"
"ANNIHILUS","IG 5"
"ZIRAN","IG 5"
"TERRAXIA","IG 5"
"KRONOS","IG 5"
"MEPHISTO","IG 5"
"WARLOCK II/ADAM WARL","IG 5"
"DRAX/ARTHUR DOUGLAS","IG 5"
"ETERNITY/ADAM QADMON","IG 5"
"THUNDERSTRIKE/ERIC K","IG 5"
"LOVE","IG 5"
"SILVER SURFER/NORRIN","IG 5"
"ONE ABOVE ALL [CELES","IG 5"
"THANOS","IG 5"
"LORD CHAOS","IG 5"
"DR. DOOM/VICTOR VON ","IG 5"
"NEBULA","IG 5"
"HATE","IG 5"
"GALACTUS/GALAN","IG 5"
"STRANGER","IG 5"
"STARFOX/EROS","IG 5"
"DEATH","IG 5"
"CLARISSA","T 434"
"HEIMDALL [ASGARDIAN]","T 434"
"VIZIER","T 434"
"HOGUN [ASGARDIAN]","T 434"
"CAPTAIN AMERICA","T 434"
"THUNDERSTRIKE/ERIC K","T 434"
"VOLSTAGG","T 434"
"LOKI [ASGARDIAN]","T 434"
"THOR/DR. DONALD BLAK","T 434"
"ANNIHILUS","T 434"
"FANDRAL [ASGARDIAN]","T 434"
"BALDER [ASGARDIAN]","T 434"
"SIF","T 434"
"THUNDERSTRIKE/ERIC K","T 435"
"STEELE, BOBBY","T 435"
"HEIMDALL [ASGARDIAN]","T 435"
"BLOODAXE/JACKIE LUKU","T 435"
"BALDER [ASGARDIAN]","T 435"
"SIF","T 435"
"ANNIHILUS","T 435"
"LOKI [ASGARDIAN]","T 435"
"AUSTIN, SUSAN","T 435"
"KOSINSKI, HARLEY","T 435"
"ENCHANTRESS/AMORA/HE","T 435"
"SAPRISTI, JERRY","T 435"
"PARETSKY, DR. GARY","T 435"
"�GAMORA","WLOCK2 3"
"PIP/PRINCE GOFERN","WLOCK2 3"
"BLASTAAR","WLOCK2 3"
"SYPHONN","WLOCK2 3"
"CAPTAIN MARVEL III/G","WLOCK2 3"
"STARFOX/EROS","WLOCK2 3"
"DRAX/ARTHUR DOUGLAS","WLOCK2 3"
"WARLOCK II/ADAM WARL","WLOCK2 3"
"MENTOR/ALARS [ETERNA","WLOCK2 3"
"ANNIHILUS","WLOCK2 3"
"ANNIHILUS","WLOCK2 4"
"BLASTAAR","WLOCK2 4"
"WARLOCK II/ADAM WARL","WLOCK2 4"
"PIP/PRINCE GOFERN","WLOCK2 4"
"CAPTAIN MARVEL III/G","WLOCK2 4"
"�GAMORA","WLOCK2 4"
"DRAX/ARTHUR DOUGLAS","WLOCK2 4"
"SYPHONN","WLOCK2 4"
"HELLSCOUT/KENNETH TE","FF3 43"
"ANNIHILUS","FF3 43"
"DR. DOOM/VICTOR VON ","FF3 43"
"JANUS","FF3 43"
"MR. FANTASTIC/REED R","FF3 43"
"GORNKAI","FF3 43"
"BAXTER, NOAH","FF3 43"
"INVISIBLE WOMAN/SUE ","FF3 43"
"HUMAN TORCH/JOHNNY S","FF3 43"
"MAXIMUS [INHUMAN]","FF3 43"
"ANT-MAN II/SCOTT HAR","FF3 43"
"SHE-HULK/JENNIFER WA","FF3 43"
"NAMORITA/NITA PRENTI","FF3 43"
"AWESOME ANDROID","FF3 43"
"TRAPSTER/PETER PETRU","FF3 43"
"SUB-MARINER/NAMOR MA","FF3 43"
"THING/BENJAMIN J. GR","FF3 43"
"HELLSCOUT/KENNETH TE","FF3 44"
"ANNIHILUS","FF3 44"
"ANT-MAN II/SCOTT HAR","FF3 44"
"AWESOME ANDROID","FF3 44"
"NAMORITA/NITA PRENTI","FF3 44"
"BAXTER, NOAH","FF3 44"
"MR. FANTASTIC/REED R","FF3 44"
"MAXIMUS [INHUMAN]","FF3 44"
"JANUS","FF3 44"
"TRAPSTER/PETER PETRU","FF3 44"
"SHE-HULK/JENNIFER WA","FF3 44"
"INVISIBLE WOMAN/SUE ","FF3 44"
"THING/BENJAMIN J. GR","FF3 44"
"HUMAN TORCH/JOHNNY S","FF3 44"
"GORNKAI","FF3 44"
"SUB-MARINER/NAMOR MA","FF3 44"
"JACK OF HEARTS/JACK ","Q 20"
"THING/BENJAMIN J. GR","Q 20"
"CHARM","Q 20"
"WOODGOD","Q 20"
"MR. FANTASTIC/REED R","Q 20"
"BEAUTY","Q 20"
"MAKKARI/MIKE KHARY/I","Q 20"
"MAELSTROM/MALCOLM ST","Q 20"
"SERGEI","Q 20"
"TRUTH","Q 20"
"INVISIBLE WOMAN/SUE ","Q 20"
"DRAGONFLY/VERONICA D","Q 20"
"ANOMALY","Q 20"
"TANAKA, KENJIRO","Q 20"
"EON","Q 20"
"DIAMONDHEAD/DYKER","Q 20"
"BALLANTINE, KAYLA","Q 20"
"RED GUARDIAN III/DR.","Q 20"
"GARGOYLE II/ISAAC CH","Q 20"
"HUMAN TORCH/JOHNNY S","Q 20"
"QUASAR III/WENDELL V","Q 20"
"ERISHKIGEL II/HOLLY ","Q 37"
"CHIEF EXAMINER","Q 37"
"CAREGIVER/RUBANNA LA","Q 37"
"QUASAR III/WENDELL V","Q 37"
"MAKKARI/MIKE KHARY/I","Q 37"
"ANOMALY III","Q 37"
"BALLANTINE, KAYLA","Q 37"
"CONTEMPLATOR/TATH KI","Q 37"
"ANTHROMORPHO","Q 37"
"QUAGMIRE","Q 37"
"EPOCH","Q 37"
"KISMET/J'RIDIA STARD","Q 37"
"ETERNITY/ADAM QADMON","Q 37"
"TYGER, LORD","QS 11"
"BOVA","QS 11"
"RAM, SIR","QS 11"
"PROJECTOR/","QS 11"
"GARGOUILLE/","QS 11"
"CARGIL/JOANNA CARGIL","QS 11"
"URSULA, LADY","QS 11"
"KINCAID, DR. JANE FO","QS 11"
"ANON, LORD","QS 11"
"GATOR, LORD","QS 11"
"UNUSCIONE","QS 11"
"CAGE, LUKE/CARL LUCA","QS 11"
"ANT-MAN II/SCOTT HAR","QS 11"
"HIGH EVOLUTIONARY/HE","QS 11"
"VERMIN, LADY","QS 11"
"HUMAN TORCH ANDROID/","QS 11"
"SCANNER II","QS 11"
"IRON FIST/DANIEL RAN","QS 11"
"KLEINSTOCK, SVEN","QS 11"
"EXODUS/BENNET DUPARI","QS 11"
"QUICKSILVER/PIETRO M","QS 11"
"KLEINSTOCK, HARLAN","QS 11"
